objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237678833760141424,21.0950611427528,9.9119541774316,19.09022,19.09395,19.02617,18.79615,18.56288,7767,301,4,75,12469536498503669760,QSO,2.005668,11075,58451,709
1237678833760993349,22.9946712669818,9.73751971678994,19.45829,19.37816,19.03512,19.08097,19.32758,7767,301,4,88,12463875388026935296,QSO,1.082314,11070,58452,594
1237652600640635171,325.313522098689,-6.96298808673406,19.02264,17.63568,17.06087,16.69725,16.4602,1659,301,5,134,1325309582058219520,GALAXY,0.07911427,1177,52824,456
1237652600641159381,326.535742812463,-7.195325472352,18.84711,17.4685,16.85501,16.4399,16.15493,1659,301,5,142,1326456097824860160,GALAXY,0.06508686,1178,52825,531
1237652600644698307,334.601947686387,-8.01413867500797,18.20849,16.9479,16.30624,15.94186,15.68421,1659,301,5,196,809679849898665984,GALAXY,0.07044984,719,52203,574
1237652600649220265,345.035725368863,-8.6647227999327,16.43345,15.25159,14.79253,14.52669,14.37443,1659,301,5,265,815321444916422656,GALAXY,0.02450278,724,52254,618
1237652600641486957,327.272053910869,-7.27088289980655,16.69649,15.49054,15.08633,14.90176,14.8119,1659,301,5,147,1326480012202764288,GALAXY,0.01772907,1178,52825,618
1237652600648302843,342.848276363894,-8.59929755395556,19.48029,17.98741,17.37751,17.03255,16.84405,1659,301,5,251,814196643632015360,GALAXY,0.1219908,723,52201,622
1237652600645877943,337.249956541653,-8.1977750142249,19.46165,17.52721,16.86929,16.44376,16.23736,1659,301,5,214,811876949428299776,GALAXY,0.1047311,721,52228,375
1237652600647909596,341.965831332943,-8.55466246096308,19.59384,18.12152,17.50412,17.12549,16.91191,1659,301,5,245,814166681940158464,GALAXY,0.07505194,723,52201,513
1237678906772422930,336.622988503454,8.89530555573806,19.39947,18.48204,18.10519,17.94916,17.87539,7784,301,4,42,5693869996876519424,STAR,-0.0001584966,5057,56209,706
1237678906772488486,336.772402912591,9.00385361441491,19.01918,18.12215,17.72743,17.55843,17.48825,7784,301,4,43,5689282284676732928,STAR,-0.0002014011,5053,56213,400
1237659161736446520,237.538181624203,42.716654443198,19.3433,18.06992,17.60812,17.36353,17.20117,3187,301,2,79,1502020615966582784,GALAXY,0.06846423,1334,52764,255
1237655501887636039,255.513480749843,33.7712843546597,19.59076,18.3121,17.68311,17.3194,17.04491,2335,301,1,82,1095600155861739520,GALAXY,0.150041,973,52426,362
1237655501887177217,254.846671737234,34.5684741939444,17.42841,16.2622,15.82617,15.55788,15.45059,2335,301,1,75,1094506141943097344,GALAXY,0.03154073,972,52435,478
1237655501885014279,251.515388625507,38.8692799884846,19.28828,17.74656,17.15592,16.79757,16.5803,2335,301,1,42,921160986327541760,GALAXY,0.05352094,818,52395,636
1237671966640767201,260.078059474454,-12.9545464481902,19.17354,17.31023,16.35119,15.98249,15.68101,6168,301,5,21,2854306424895334400,STAR,-0.0003422286,2535,54632,546
1237671966640572018,259.657162329104,-12.7091513926934,19.30919,17.76743,16.89442,16.5258,16.29566,6168,301,5,18,2854289107587196928,STAR,-0.0004606422,2535,54632,483
1237651736285347973,160.580456828907,2.2135794802324,19.46853,17.71392,16.82442,16.41028,16.11002,1458,301,3,239,569842550861490176,GALAXY,0.05560388,506,52022,499
1237651736293933219,180.294965268096,2.33355292993699,19.24045,17.91452,17.2344,16.87974,16.6318,1458,301,3,370,581017437206505472,GALAXY,0.07742266,516,52017,193
1237651736294326452,181.157784743778,2.40131123618613,19.19704,17.45426,16.58383,16.18067,15.86655,1458,301,3,376,582155706736601088,GALAXY,0.0777328,517,52024,238
1237651736304091300,203.459377703007,2.35853587491937,18.1902,16.63335,15.97726,15.67936,15.42003,1458,301,3,525,594548302259709952,GALAXY,0.0218359,528,52022,266
1237651736308809943,214.234990889042,2.12752839358651,18.98127,17.62425,16.9008,16.5073,16.22532,1458,301,3,597,600256141527640064,GALAXY,0.05395586,533,51994,551
1237668353499529487,258.607753452648,41.6887004162322,19.32518,17.7823,17.18702,16.99642,16.88831,5327,301,3,21,2529942515474340864,STAR,-0.0001929892,2247,54169,165
1237657630051270763,136.823273491742,41.5901329066157,18.48751,17.12452,16.49313,16.10394,15.82076,2830,301,5,194,1351216822170445824,GALAXY,0.04473468,1200,52668,498
1237657630056513670,151.288186207111,47.8735243293692,19.481,18.96472,18.6783,18.44147,18.44985,2830,301,5,274,981911476723804160,GALAXY,0.2259013,872,52339,461
1237654949451857991,243.165245879787,52.1405227113472,18.09223,17.13571,16.83758,16.67363,16.71494,2206,301,4,149,2449988230167160832,STAR,-0.0006119928,2176,54243,109
1237654949450416245,239.694591022462,54.6248161775908,16.60824,15.51284,15.39514,15.42133,15.47931,2206,301,4,127,696970009980725248,STAR,-0.0002456444,619,52056,138
1237654949450940434,240.95413075413,53.7723964714387,18.88944,17.94419,17.65573,17.53909,17.5397,2206,301,4,135,9472231782885906432,STAR,-0.0004297484,8413,57897,130
1237654949451137101,241.491886441674,53.4327455384768,17.0064,15.36094,14.7717,14.58083,14.49028,2206,301,4,138,2450051177207851008,STAR,-8.592557E-05,2176,54243,338
1237654949451596039,242.46357235807,52.4968791037871,19.21992,18.24398,17.84089,17.69429,17.64924,2206,301,4,145,2462475384176797696,STAR,-0.0004653808,2187,54270,481
1237654949451726934,242.948015074143,52.3476524563693,17.8003,16.7204,16.3459,16.18605,16.15586,2206,301,4,147,2449999500161345536,STAR,-0.0003017218,2176,54243,150
1237654949451923519,243.159651407614,51.9340367020617,15.98866,15.07863,14.79382,14.68081,14.67699,2206,301,4,150,2449986855777626112,STAR,-0.0007855279,2176,54243,104
1237654949452316857,244.22693503817,51.3441355635162,19.57151,18.1647,17.5589,17.3422,17.22676,2206,301,4,156,3702077998174937088,STAR,-0.0001169983,3288,54908,433
1237654949449629737,237.293528686537,55.9157128424651,18.34957,17.39287,17.11656,17.01276,16.98483,2206,301,4,115,9477947049393805312,STAR,-0.0007052135,8418,58199,442
1237654949451006170,241.186744602872,53.5754264363506,18.9876,17.54726,17.03676,16.88174,16.81761,2206,301,4,136,2450048153550874624,STAR,-0.0001238845,2176,54243,327
1237654949451071526,241.225942280613,53.4133912221177,17.9843,16.76925,16.28671,16.10152,16.02082,2206,301,4,137,2450049253062502400,STAR,2.332161E-05,2176,54243,331
1237654949451202707,241.537624999837,53.2193379674475,18.74991,17.78482,17.36007,17.17336,17.10017,2206,301,4,139,2450050627452037120,STAR,-0.0009675618,2176,54243,336
1237654949451202575,241.608664734644,53.3473056503082,16.72948,15.17705,14.55894,14.33935,14.23519,2206,301,4,139,2450061622568314880,STAR,-4.917842E-06,2176,54243,376
1237654949451661403,242.654752587256,52.3681616044882,16.89672,15.61476,15.12421,14.95514,14.9121,2206,301,4,146,2450100655231100928,STAR,-0.0002090536,2176,54243,518
1237654949451726889,242.717347960723,52.3030476978477,18.26091,17.39375,17.11629,17.01493,16.99228,2206,301,4,147,2450000599672973312,STAR,-0.0003682631,2176,54243,154
1237654949451726928,242.756080182596,52.2597539821443,16.50908,15.21769,14.73947,14.56315,14.5153,2206,301,4,147,2450001699184601088,STAR,-0.0002405699,2176,54243,158
1237654949451727024,242.824907664528,52.3784841970381,18.9708,18.98022,18.87962,18.4888,18.58443,2206,301,4,147,699194596864845824,QSO,1.79081,621,52055,39
1237654949452120119,243.622331623772,51.5594577696105,16.32791,15.11755,15.29798,15.44125,15.52217,2206,301,4,153,2449973111882278912,STAR,-0.0006535387,2176,54243,54
1237654949452185626,243.683453412321,51.4951637997477,17.62765,16.36653,15.91017,15.74438,15.68715,2206,301,4,154,2449974761149720576,STAR,-1.466841E-05,2176,54243,60
1237654949451071614,241.344684582541,53.5539315524838,19.3085,17.35504,16.52893,16.24683,16.10347,2206,301,4,137,699306747050878976,STAR,-9.548906E-05,621,52055,447
1237654949451202664,241.616206098148,53.330290907746,18.2651,16.80972,16.32218,16.16993,16.1354,2206,301,4,139,2450058049155524608,STAR,-0.0001395179,2176,54243,363
1237657400273469581,143.702879142614,45.9340540199465,18.04024,16.57359,15.82566,15.40815,15.10834,2777,301,1,239,939034096267454464,GALAXY,0.07675485,834,52316,122
1237657400272355512,140.572379387715,44.4979091764526,18.44259,17.12399,16.57184,16.26244,15.99204,2777,301,1,222,937930461437519872,GALAXY,0.04933151,833,52314,203
1237669698907209764,329.699133169469,6.83695876152014,18.26287,16.97774,16.9971,17.00292,17.01758,5640,301,5,161,3536540476977029120,STAR,-0.0006350247,3141,55008,323
1237669698907472073,330.330788208411,6.97206069122747,19.02919,17.93369,17.48851,17.32175,17.24731,5640,301,5,165,3536564941110747136,STAR,-0.0008990655,3141,55008,412
1237669698908127291,331.792631857981,6.96967877816925,16.94953,15.86666,15.45633,15.30379,15.2232,5640,301,5,175,2598682886454405120,STAR,-0.0002554804,2308,54379,385
1237669698908258439,332.183735446422,7.01584755732204,17.69433,16.59048,16.28723,16.19371,16.15833,5640,301,5,177,2598694706204403712,STAR,-0.0001766051,2308,54379,428
1237669698908389608,332.504846588389,7.09923260922598,17.28594,16.07244,15.61894,15.44011,15.36032,5640,301,5,179,2598702677663705088,STAR,-0.0002887362,2308,54379,457
1237669698908651607,333.03748529851,7.08979337027359,18.05704,16.44339,15.81381,15.57317,15.44903,5640,301,5,183,2598734288623003648,STAR,-0.0003079225,2308,54379,572
1237669698908717090,333.130866913922,7.1520700149546,19.02662,17.49364,16.84958,16.57879,16.40481,5640,301,5,184,2598735937890445312,STAR,-0.0001491371,2308,54379,578
1237669698908717333,333.243362280322,7.05569863504658,16.98305,15.52905,14.92616,14.70025,14.5913,5640,301,5,184,2598726866919516160,STAR,-7.365476E-05,2308,54379,545
1237669698908848147,333.431825143474,7.10805856819416,18.0496,16.49961,15.83013,15.5207,15.4322,5640,301,5,186,2598735663012538368,STAR,-0.0002713915,2308,54379,577
1237669698909044829,333.906312468794,7.22264838474643,19.10387,17.60337,17.03792,16.83451,16.73105,5640,301,5,189,2598745833495095296,STAR,-0.0001868028,2308,54379,614
1237669698909044885,333.96659320274,7.20849897522292,18.07908,17.11588,16.70344,16.52252,16.43443,5640,301,5,189,5707307128513124352,STAR,-0.0003798421,5069,56211,438
1237669698913239098,343.526095003173,7.62678008275019,17.47898,16.06826,15.4932,15.27961,15.16278,5640,301,5,253,2600923130172041216,STAR,-3.51262E-05,2310,53710,343
1237669698913304585,343.660903889248,7.72668083429451,17.85417,16.67616,16.18926,15.99885,15.91979,5640,301,5,254,2600920656270878720,STAR,-0.0003236891,2310,53710,334
1237669698913763507,344.777244106164,7.87156389044521,19.42286,17.9696,17.40042,17.19394,17.05629,5640,301,5,261,2600951992352270336,STAR,1.482407E-05,2310,53710,448
1237669698913959997,345.230334536604,7.82640691387841,18.65516,17.2017,16.6178,16.40329,16.32008,5640,301,5,264,2600973707706918912,STAR,-5.017135E-05,2310,53710,527
1237669698913960019,345.254972939788,7.81696115358769,18.76104,17.34975,16.80104,16.58537,16.4929,5640,301,5,264,2600973157951105024,STAR,-5.721718E-05,2310,53710,525
1237669698914287670,345.994660095327,7.84960999562703,18.60376,17.30166,16.73088,16.49547,16.3768,5640,301,5,269,2600997347206916096,STAR,-0.0001951641,2310,53710,613
1237655129833930845,236.258662406595,53.4288510958836,19.39649,17.56487,16.68325,16.28401,15.96853,2248,301,4,49,693559606265276416,GALAXY,0.06589384,616,52442,19
1237655129834520687,237.763863949666,52.3953145491098,18.75442,17.39137,16.72773,16.34798,16.09873,2248,301,4,58,695839437032024064,GALAXY,0.06741609,618,52049,121
1237655129835896984,241.225542192807,50.1002033276235,18.52797,17.95796,17.2448,16.79506,16.59871,2248,301,4,79,698076673786013696,QSO,0.2065142,620,52375,68
1237655129836552255,242.715867772328,48.9108944295533,17.5423,16.05907,15.51387,15.19485,14.9804,2248,301,4,89,700441168156059648,GALAXY,0.04509133,622,52054,478
1237655129838125258,246.12849407734,46.198878628792,19.25778,17.53599,16.74698,16.32165,16.0525,2248,301,4,113,702598690266703872,GALAXY,0.08057453,624,52377,135
1237655129839829256,249.472091463982,43.0715477642564,18.81451,17.02088,16.19144,15.80299,15.49347,2248,301,4,139,707178151263889408,GALAXY,0.05777158,628,52083,411
1237655129839960322,249.480024978685,42.8040326348033,19.57202,18.07721,17.18865,16.72688,16.39618,2248,301,4,141,707192994670864384,GALAXY,0.141423,628,52083,465
1237655129840222489,250.136437849682,42.3632624796774,18.10765,16.46379,15.83511,15.53915,15.33334,2248,301,4,145,707111630810408960,GALAXY,0.06021444,628,52083,169
1237655129840353365,250.200759370745,42.0118742989181,18.91759,17.69245,16.89701,16.4523,16.16406,2248,301,4,147,707113005199943680,GALAXY,0.1332093,628,52083,174
1237655129841270875,251.89344997385,40.3345747507542,18.43299,17.40552,17.04279,16.82205,16.61503,2248,301,4,161,709444244175087616,GALAXY,0.02840132,630,52050,463
1237655129841860896,252.897055842367,39.2475469578577,19.52199,17.8773,17.04751,16.59603,16.26106,2248,301,4,170,709318899849521152,GALAXY,0.06227386,630,52050,7
1237655129842581761,253.810639404935,37.8070138168242,18.92897,17.48464,16.88568,16.56304,16.37353,2248,301,4,181,711619078527150080,GALAXY,0.06319736,632,52071,183
1237655129844351223,256.612902419343,34.4474019703509,18.64836,17.70843,17.37892,17.17426,17.07722,2248,301,4,208,1096769486494656512,GALAXY,0.03691595,974,52427,520
1237655129844548018,256.84003355569,33.9705736212745,18.83156,16.86935,15.88094,15.45971,15.12146,2248,301,4,211,1096668331424901120,GALAXY,0.1057882,974,52427,152
1237655129845137895,257.689797151114,32.8781531498667,19.00803,17.98799,17.65517,17.44081,17.27392,2248,301,4,220,1099017162904856576,GALAXY,0.06669559,976,52413,505
1237655129845531084,258.306365971587,32.030509796417,19.54825,18.37364,17.67505,17.26381,16.9975,2248,301,4,226,1098909685643241472,GALAXY,0.1141201,976,52413,114
1237655129846120886,258.978236158468,30.9307049492722,19.29017,18.21962,17.7753,17.44839,17.39099,2248,301,4,235,1101268138554583040,GALAXY,0.08323248,978,52441,502
1237667207819166175,79.584245749941,62.1042379612414,19.02591,17.62827,17.13352,16.94639,16.85357,5060,301,5,54,2589668253802457088,STAR,-0.0001715799,2300,53682,358
1237667207820280154,84.3860449377171,63.2747210054039,17.76083,16.06088,15.38593,15.15154,15.02663,5060,301,5,71,2589713608657102848,STAR,-0.0004045944,2300,53682,523
1237671934967677259,253.905423364836,40.0839425836649,18.97719,17.49702,16.95426,16.78228,16.70942,6161,301,2,56,2455702105155987456,STAR,-8.245414E-05,2181,53524,416
1237660765913808913,134.658092709351,33.546160009001,18.39885,17.45441,17.15916,17.02778,17.01361,3560,301,6,187,1431163142393587712,STAR,0.0003197519,1271,52974,525
1237660765914005688,135.188727982497,33.906206920069,18.30904,18.11777,18.02588,17.84937,17.87836,3560,301,6,190,1432237915261396992,QSO,0.2274498,1272,52989,339
1237660765917675570,143.995500912709,38.1539616257041,18.87054,17.77188,17.29698,17.07858,16.96132,3560,301,6,246,3629954432449486848,STAR,-0.0007584511,3224,54849,193
1237660765918396612,145.920157393238,38.8360196026386,19.27295,18.27715,18.01616,17.8994,17.87211,3560,301,6,257,3630061359955288064,STAR,-1.340581E-05,3224,54849,582
1237660765374775473,130.124049586901,30.5303382528857,19.05743,18.00331,17.50618,17.14226,16.98621,3560,301,5,154,1428886328069613568,GALAXY,0.07367604,1269,52937,434
1237658300593275407,125.247570449498,4.64408187277537,19.31666,18.87069,18.70391,18.70907,18.52114,2986,301,6,45,5361716324832925696,QSO,2.945635,4762,55888,658
1237658300596879497,133.459769966682,5.60280723611598,18.9229,17.42806,16.90076,16.70147,16.59991,2986,301,6,100,2608729120388966400,STAR,4.749235E-05,2317,54152,69
1237658300598124727,136.354834350336,5.82381657621926,18.46525,18.24415,18.07229,18.08802,17.73397,2986,301,6,119,1340962776830470144,QSO,0.3538728,1191,52674,58
1237658300598452394,137.050166434097,6.07256034067131,17.36684,17.12211,17.28432,17.08576,16.70663,2986,301,6,124,1340953430981634048,STAR,-0.0005772701,1191,52674,24
1237658300600090626,140.708993028762,6.32217084660121,18.35165,16.97923,16.35961,16.11156,15.9784,2986,301,6,149,2681971438491035648,STAR,0.0001316796,2382,54169,283
1237658300602843285,147.071273980829,6.94540756953364,19.46634,18.54813,18.22382,18.11143,18.06577,2986,301,6,191,5486701110734641152,STAR,-0.0002766226,4873,55926,694
1237663917882081496,132.083726955134,63.179666737276,19.41727,17.25215,16.32238,15.94732,15.72713,4294,301,5,174,3697551308786606080,STAR,-0.0001058732,3284,54907,349
1237663917882212564,132.39140589896,63.2999708103831,19.56558,18.24535,18.09704,18.05701,18.02171,4294,301,5,176,3697547460495908864,STAR,-0.0004520735,3284,54907,335
1237663917873954847,114.187657027968,47.3724482128131,19.09423,17.69863,17.10714,16.86828,16.76215,4294,301,5,50,2102166782155450368,STAR,-0.000167499,1867,53317,406
1237663917878280406,121.778463208069,56.1529107763625,19.30788,18.14157,17.93763,17.92522,17.88467,4294,301,5,116,2106684951435962368,STAR,-0.0001012408,1871,53384,459
1237663917878345923,121.875794608654,56.2774118245262,19.2064,18.1847,17.86279,17.72508,17.62882,4294,301,5,117,8196667157972801536,STAR,-0.0007999775,7280,56709,421
1237662498925969598,223.031912098816,45.0258895179665,19.208,18.8439,18.313,17.99688,17.74884,3964,301,2,78,1887090485160339456,QSO,0.2464885,1676,53147,299
1237662498928853155,230.717026668434,41.3680978695382,19.46635,18.32567,17.71262,17.38946,17.19436,3964,301,2,122,1889298309307197440,GALAXY,0.109343,1678,53433,139
1237680303176090166,335.074947836465,24.8508913078865,19.25628,19.02438,18.92887,18.8,18.48547,8109,301,5,79,8611001907505551360,QSO,2.10505,7648,57329,434
1237680303176221230,335.430231228535,24.8340447041619,19.4049,18.46937,18.15714,18.04218,18.0238,8109,301,5,81,6707034777516791808,STAR,-0.0003584617,5957,56210,178
1237680303176548586,336.205098428885,25.146717282894,18.93967,17.92028,17.5722,17.42956,17.35646,8109,301,5,86,6707005640458655744,STAR,-0.001115377,5957,56210,72
1237680303176876431,336.943331352925,25.2682651887573,18.96466,18.87253,18.54309,18.54471,18.65372,8109,301,5,91,8611151715964835840,QSO,1.112512,7648,57329,979
1237651736851906809,228.438802221721,2.15217311712257,18.17008,16.48219,15.65165,15.17861,14.78152,1458,301,4,692,608158881385834496,GALAXY,0.03974721,540,51996,629
1237651736839389338,199.862734674382,2.83007632559358,19.32296,17.74835,16.87801,16.43007,16.09359,1458,301,4,501,592341037532342272,GALAXY,0.1329257,526,52312,428
1237651736853479733,232.087536292388,1.96204104307017,18.39426,16.91756,16.06573,15.61878,15.30142,1458,301,4,716,3326017802740983808,GALAXY,0.1162306,2954,54561,398
1237651736854790462,235.023864656662,1.93363262293385,17.01069,15.06639,14.12372,13.6542,13.28313,1458,301,4,736,3327171465333204992,GALAXY,0.03535082,2955,54562,499
1237651736837357729,195.203709226634,2.82865230340601,19.38189,17.45199,16.49786,16.09604,15.77794,1458,301,4,470,590069441727850496,GALAXY,0.1277819,524,52027,356
1237651736853545443,232.251215296402,1.94283021605137,18.98802,16.86595,15.86645,15.41616,15.03815,1458,301,4,717,3324954025224333312,GALAXY,0.09175304,2953,54560,624
1237651736852498219,229.812898613212,2.09843959719483,19.03446,18.0918,17.81428,17.73875,17.73183,1458,301,4,701,3324891078183643136,STAR,0.0001401194,2953,54560,395
1237651736852758834,230.425331371718,2.0902644772891,19.3602,17.72905,16.84391,16.38709,16.01826,1458,301,4,705,3323819054329784320,GALAXY,0.1229033,2952,54559,591
1237651736831918145,182.703239823877,2.77761846773913,19.32558,18.30097,17.66533,17.29771,17.10991,1458,301,4,387,582261259852867584,GALAXY,0.1599818,517,52024,622
1237651736843780224,209.892340705355,2.5804739598837,18.91972,17.11569,16.28216,15.86425,15.55293,1458,301,4,568,597990323511126016,GALAXY,0.09998084,531,52028,500
1237651736834736206,189.206102755009,2.81308350610661,19.04801,18.00414,17.59847,17.31352,17.14122,1458,301,4,430,585642262537463808,GALAXY,0.08438179,520,52288,634
1237651736836898917,194.106951244021,2.70370989715809,18.6309,17.29283,16.69995,16.31011,16.09329,1458,301,4,463,588984773490272256,GALAXY,0.08197881,523,52026,506
1237651736846270649,215.582448083561,2.43977732466078,18.16911,16.99817,16.43725,16.09164,15.86742,1458,301,4,606,601372420758071296,GALAXY,0.05340489,534,51997,516
1237651736836898930,194.137383578603,2.69860753688,19.34855,18.17722,17.59466,17.25563,17.01217,1458,301,4,463,588986422757713920,GALAXY,0.07956493,523,52026,512
1237651736840700165,202.860185795582,2.78687643500582,19.18254,18.15132,17.77901,17.52172,17.4263,1458,301,4,521,593512567675054080,GALAXY,0.06879975,527,52342,594
1237651736847777952,219.031745849571,2.3947229128639,18.71521,17.58003,17.04576,16.63256,16.43274,1458,301,4,629,602531031169394688,GALAXY,0.07675542,535,51999,635
1237651736849809765,223.643535076032,2.34396410474778,19.49444,17.86393,17.38021,17.34091,17.57373,1458,301,4,660,605862277026965504,GALAXY,0.007115354,538,52029,466
1237651736850399485,225.069021439359,2.300721258289,16.59346,15.20487,14.50198,14.14022,13.84657,1458,301,4,669,606967011133646848,GALAXY,0.006065526,539,52017,389
1237651736850464977,225.123472255852,2.31408789558694,17.8324,16.52634,15.81617,15.42191,15.12209,1458,301,4,670,606964812110391296,GALAXY,0.03976713,539,52017,381
1237651736851251475,227.013471333644,2.17700533405127,18.22536,17.1581,16.76057,16.55874,16.39915,1458,301,4,682,608091261420726272,GALAXY,0.02941404,540,51996,383
1237651736852299873,229.38519403359,2.04739134078011,17.55682,15.57408,14.66346,14.2203,13.85972,1458,301,4,698,3323789917271648256,GALAXY,0.05424388,2952,54559,485
1237651736852300711,229.379708518916,2.18067672806259,19.41988,18.03585,17.58799,17.30883,17.32308,1458,301,4,698,3323792940928624640,GALAXY,0.05772248,2952,54559,496
1237651736852890004,230.766984396419,2.03770160344032,18.70567,17.3545,16.69488,16.28271,16.019,1458,301,4,707,3323831698713503744,GALAXY,0.1141998,2952,54559,637
1237651736854856091,235.23361548776,2.01495224325852,19.34775,18.26282,17.6972,17.25563,17.084,1458,301,4,737,3327166517530880000,GALAXY,0.1310632,2955,54562,481
1237651736850137485,224.496069562459,2.23904996954183,18.93373,17.69353,17.23834,16.97738,16.92582,1458,301,4,665,605894437742077952,GALAXY,0.04349443,538,52029,583
1237651736852103626,228.969949018285,2.2185642654612,19.52043,17.48865,16.45493,15.90853,15.47199,1458,301,4,695,3323772874841417728,GALAXY,0.1028336,2952,54559,423
1237651736836440190,193.089685457642,2.75225400690354,19.02998,17.72203,17.04571,16.64352,16.42629,1458,301,4,456,587895707189405696,GALAXY,0.1335258,522,52024,640
1237651736852168918,229.005744305554,2.0167556040256,18.79837,16.66442,15.6706,15.15636,14.81414,1458,301,4,696,4516116012526229504,GALAXY,0.104262,4011,55635,478
1237651736831590435,182.046284564502,2.87828801738785,14.63256,13.13549,12.31151,11.94972,11.68951,1458,301,4,382,582228824259848192,GALAXY,0.004290333,517,52024,504
1237656906353475709,356.40195638574,-1.03470080914766,19.22413,19.49649,19.8948,20.15798,20.47952,2662,301,1,258,2142610943664744448,STAR,-0.0005597962,1903,53357,85
1237656906349084749,346.350811111964,-0.951735118479318,17.81605,16.94719,16.6039,16.46629,16.42518,2662,301,1,191,10374245005338630144,STAR,-0.0009828741,9214,57684,739
1237656906342924586,332.284363308612,-0.933028480711565,19.37918,18.97523,19.10088,18.9103,18.81273,2662,301,1,97,10396596983142045696,QSO,0.5292429,9234,58037,135
1237656906343579694,333.707642822122,-0.967781269943218,18.90431,17.73992,17.26787,17.06355,16.96343,2662,301,1,107,10298725879757690880,STAR,-0.0001791318,9147,58038,434
1237656906352623754,354.453640633967,-1.01008514645648,17.45642,16.52242,16.19949,16.08481,16.03882,2662,301,1,245,1674292925795690496,STAR,-0.000281923,1487,52964,290
1237656906350198809,348.795898810726,-0.900240572746342,17.70785,16.71079,16.36757,16.22504,16.19838,2662,301,1,208,9866329176008841216,STAR,-0.0004040934,8763,57309,248
1237656906339123290,323.508122404568,-0.961426662910293,17.1066,15.6993,15.16592,14.97232,14.90667,2662,301,1,39,2207913961922337792,STAR,-4.169952E-05,1961,53299,88
1237656906343121086,332.707209903606,-0.839959409150029,19.30729,17.72068,17.08201,16.84751,16.7391,2662,301,1,100,1243072710846736384,STAR,-0.0001188856,1104,52912,288
1237656906344038453,334.759391575424,-0.963598105035286,18.26555,17.18155,16.73046,16.55253,16.47196,2662,301,1,114,1281344791765870592,STAR,8.236169E-05,1138,53228,257
1237656906344103963,334.917979026119,-0.996871219878352,19.0354,17.40667,16.71817,16.41264,16.2589,2662,301,1,115,1288099366740977664,STAR,-0.0003991965,1144,53238,254
1237656906344235207,335.227805347647,-0.965313769640753,19.41683,16.83974,15.75402,15.37571,15.16149,2662,301,1,117,1241928118587910144,STAR,-0.0002343314,1103,52873,220
1237656906344562770,335.975168781345,-0.841368385948889,18.07484,16.64135,16.04873,15.806,15.69581,2662,301,1,122,1280163911965894656,STAR,-0.0001589107,1137,52971,57
1237656906345021749,337.092383141051,-0.995433609474326,19.32644,18.99659,18.86226,18.75777,18.49773,2662,301,1,129,10403412849850603520,QSO,2.160101,9240,57687,355
1237656906346725379,340.861671692318,-0.972654549998269,18.71119,17.35882,16.7771,16.52544,16.39995,2662,301,1,155,2139244237466658816,STAR,7.96395E-05,1900,53262,125
1237656906347446293,342.504247617952,-0.96341931845538,19.03663,17.95839,17.55762,17.36796,17.31464,2662,301,1,166,10378555641346414592,STAR,-0.0005485247,9218,57724,37
1237656906349477910,347.15344017917,-0.969835812887457,19.08961,18.15876,17.81946,17.68991,17.63548,2662,301,1,197,10374288710925834240,STAR,-0.0001564698,9214,57684,898
1237656906350461038,349.502815358555,-0.971619985123976,18.4265,17.40207,17.02409,16.88895,16.85353,2662,301,1,212,10371967367521785856,STAR,-0.0001182574,9212,57715,645
1237678858992222736,322.290647733422,9.24466260874911,18.7615,17.83417,17.49793,17.39084,17.35171,7773,301,3,62,4603997225387055104,STAR,-0.0001608482,4089,55470,700
1237678858994188350,326.75832013202,9.72047774944009,17.78379,16.88899,16.54748,16.41216,16.37706,7773,301,3,92,4609625625594189824,STAR,-0.0001665255,4094,55481,696
1237678858998775888,337.426902336568,10.9109794981848,17.25937,16.2445,15.82822,15.65953,15.57449,7773,301,3,162,5683566748441532416,STAR,-0.0005530912,5048,56218,87
1237678858999038022,337.939343138555,11.1366945645731,18.09155,17.07716,16.70844,16.59063,16.52881,7773,301,3,166,5683548881377581056,STAR,-0.0006498009,5048,56218,22
1237678578743574701,332.169889605253,20.2952581447964,17.7664,16.24816,15.70787,15.51719,15.432,7708,301,1,31,2534462047752579072,STAR,-0.0002150619,2251,53557,223
1237678578743640227,332.310502604079,20.2271779871691,15.60383,14.28788,13.82638,13.6526,13.58111,7708,301,1,32,2544567110726608896,STAR,-0.0001386784,2260,53638,121
1237678578744033677,333.239133345889,20.4319226416452,19.10676,18.00904,17.92591,17.96082,17.9929,7708,301,1,38,2544536049523124224,STAR,-0.0006872689,2260,53638,8
1237678578744099155,333.384102381421,20.3952611319065,19.49794,17.54162,16.81199,16.53362,16.3895,7708,301,1,39,2534419166799095808,STAR,-0.0001186851,2251,53557,67
1237678578748817645,344.807500773943,22.5352976276436,19.33706,19.11876,18.73166,18.66429,18.66165,7708,301,1,111,8571493700219459584,QSO,1.24871,7613,56988,64
1237678578751242398,350.699542709374,23.1645733862185,19.3602,19.26203,19.17744,19.02284,18.82933,7708,301,1,148,8563809488146290688,QSO,2.051751,7606,56977,781
1237678578753732690,356.94031778761,23.578005679044,18.63757,18.58018,18.26137,18.19596,18.29215,7708,301,1,186,8632308797795489792,QSO,1.368152,7667,57580,124
