objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,w1,w2
1237654599945355291,133.043155922708,2.02062183787858,18.46072,17.53181,17.18874,17.07442,17.02964,2125,301,1,95,636204128317499392,STAR,0.0007777531,565,52225,257,15.77068,15.77724
1237654599954989193,155.114393579813,3.11792160533601,18.86235,18.71529,18.99628,19.15819,19.4858,2125,301,1,242,5406672052798380032,STAR,-0.0002044325,4802,55652,366,19.18035,14.83852
1237654600476722002,120.573799319417,1.34236483481782,19.09423,18.03276,17.78004,17.70245,17.73832,2125,301,2,11,8389317263703169024,STAR,0.0002733772,7451,56739,862,16.52377,16.36649
1237654600489631794,149.945126993336,3.36059361469038,19.53716,19.03086,19.0682,19.19512,19.29121,2125,301,2,208,644050794122864640,STAR,-5.131663E-05,572,52289,131,17.44337,18.15977
1237654600497496097,167.924146309385,3.957593622612,17.54512,16.25496,15.79825,15.64344,15.59527,2125,301,2,328,940203976807180288,STAR,1.646609E-05,835,52326,282,14.25883,14.2942
1237654602627023186,126.774827194887,3.53424252925615,18.80511,17.62362,17.06944,16.6934,16.49749,2125,301,6,54,1334206827096729600,GALAXY,0.09724693,1185,52642,56,13.78065,13.62365
1237654602627154125,127.069520702372,3.53327568703981,18.91463,17.54369,16.89642,16.48233,16.19115,2125,301,6,56,1334192533445568512,GALAXY,0.04518367,1185,52642,4,13.36386,13.20712
1237654602627547544,127.997509465111,3.64008831550685,18.58919,17.58294,17.17847,16.82767,16.73302,2125,301,6,62,1335386053384628224,GALAXY,0.07122543,1186,52646,250,13.99146,13.77614
1237654602628202566,129.501267428496,3.77228602923837,18.13436,16.4183,15.61113,15.17904,14.83585,2125,301,6,72,1335318158541613056,GALAXY,0.02889061,1186,52646,3,12.18025,12.12112
1237654602628792329,130.845256458099,3.85646616598092,17.82401,16.65725,16.31593,16.14768,16.05794,2125,301,6,81,1337606792061937664,GALAXY,0.02781629,1188,52650,137,13.63448,13.62986
1237654602628858255,131.081542446324,3.87397407622712,19.37069,17.48288,16.47989,16.0453,15.70709,2125,301,6,82,1337593323044497408,GALAXY,0.1177646,1188,52650,88,13.06551,13.03
1237654602629185838,131.789473212747,4.02680766387309,18.67326,17.44835,16.80569,16.41924,16.17858,2125,301,6,87,1337572707201476608,GALAXY,0.1036711,1188,52650,13,13.46978,13.22418
1237654602629447950,132.338738911833,4.04608158969418,19.4882,17.64989,16.69789,16.25556,15.91447,2125,301,6,91,1339888004147210240,GALAXY,0.07464613,1190,52670,244,13.30661,13.20876
1237660637066952837,149.812393277484,42.9429466419365,19.2294,18.18538,17.7764,17.58648,17.50248,3530,301,6,220,3596250277621112832,STAR,0.0002238473,3194,54833,458,15.95617,15.90567
1237660637069639703,157.636523748001,45.2831757875281,18.85534,17.32601,16.76111,16.58717,16.51857,3530,301,6,261,2879026737205766144,STAR,-0.0001036041,2557,54178,366,15.1086,15.21526
1237660637069901892,158.532281960613,45.4751808883213,19.01356,18.44361,18.42784,18.40107,18.17579,3530,301,6,265,8318188207973095424,QSO,2.442321,7388,56783,144,15.07163,13.98807
1237660637074489461,173.250953835774,48.0423566086486,19.41862,18.28202,17.88712,17.68393,17.66641,3530,301,6,335,1623706321389905920,STAR,-0.0007004573,1442,53050,577,16.56945,17.08052
1237660637074751574,174.206991351047,48.2236246641271,19.05321,17.96329,17.56396,17.43022,17.39559,3530,301,6,339,3748267932942180352,STAR,-0.0002970416,3329,54970,535,16.22497,16.40984
1237660637076127753,178.818935584476,48.5555164355769,18.54992,17.63809,17.37167,17.26906,17.23857,3530,301,6,360,3750463932658196480,STAR,-0.0006816104,3331,54977,332,16.14812,16.32381
1237660637076521141,180.314578481579,48.5058753461323,19.44014,18.38913,18.06943,17.94037,17.88643,3530,301,6,366,3750497192884936704,STAR,-0.000223055,3331,54977,453,16.53532,16.42005
1237660752484958767,64.3533726399105,32.9795927796947,18.57548,17.0461,16.90918,16.89362,16.87324,3557,301,5,79,1410826850204149760,STAR,-0.000158665,1253,52974,270,16.05609,15.43428
1237661354314760208,171.367065319022,57.7130056380369,15.97979,15.55798,15.719,16.60937,19.85535,3697,301,6,41,1473905004099168256,GALAXY,0.006439541,1309,52762,371,12.52509,12.17919
1237661354314760209,171.361534665485,57.7212286374939,14.92536,13.5602,13.10489,12.83076,12.64798,3697,301,6,41,1475019913436358656,GALAXY,0.006129465,1310,53033,331,10.45992,10.37638
1237661354316464152,178.640290296277,58.3670510824786,15.67642,13.65141,12.79955,12.36768,12.01163,3697,301,6,67,1478411078097463296,GALAXY,0.011062,1313,52790,380,9.688277,9.734776
1237661354316660839,179.651024374693,58.2722194188387,19.59148,17.82677,16.87227,16.44734,16.09167,3697,301,6,70,1477347575324502016,GALAXY,0.1253229,1312,52781,607,13.36531,13.24319
1237661354317185109,181.828693498738,58.4049276172673,17.84685,16.59162,16.02246,15.67508,15.44391,3697,301,6,78,1479555948941961216,GALAXY,0.04560475,1314,53050,449,13.03915,12.97573
1237661360768811070,224.524832340275,39.3381263106639,19.07414,18.83146,18.67217,18.59901,18.53952,3699,301,2,218,1574069970076198912,QSO,1.209169,1398,53146,225,14.95013,13.63831
1237661360770252969,228.058122393145,37.6003958186221,19.49132,18.92905,18.78942,18.74851,18.64159,3699,301,2,240,5607141066732230656,QSO,0.7718926,4980,56048,580,14.52058,13.32287
1237661360770842639,229.502178980811,37.0509319994351,17.4554,17.42337,17.67326,17.88821,18.10047,3699,301,2,249,1576345689703606272,STAR,-0.000185235,1400,53470,312,18.04434,17.80452
1237661361299390588,206.615687572791,45.098368571198,19.39534,17.6212,16.7791,16.41279,16.06446,3699,301,3,122,1649461007417894912,GALAXY,0.06236197,1465,53082,64,13.6616,13.6026
1237661361306206453,226.104742577179,39.141385909544,19.22252,18.17147,17.33716,16.94077,16.73011,3699,301,3,226,1574038084238993408,QSO,0.2285476,1398,53146,109,13.67001,13.03378
1237661362367692918,189.024147271438,48.0471132733963,18.23939,17.12482,16.69929,16.44302,16.28235,3699,301,5,39,1636092320447227904,GALAXY,0.06097141,1453,53084,581,13.94178,13.87839
1237661362370969769,200.022167346096,47.0831052061548,19.52551,17.68857,16.7291,16.32255,15.98629,3699,301,5,89,1645100893722404864,GALAXY,0.1164134,1461,53062,586,13.52772,13.36032
1237661362371100748,200.244029685111,46.9092680514136,18.75217,17.39595,16.79439,16.51233,16.32721,3699,301,5,91,1645100618844497920,GALAXY,0.1524753,1461,53062,585,13.85098,13.59845
1237661362372608129,205.273429895891,46.2783814798581,18.53787,17.11841,16.43196,16.05398,15.76792,3699,301,5,114,1649561887609743360,GALAXY,0.03682172,1465,53082,431,13.29277,13.15033
1237661362372673704,205.417865912149,46.2441187248859,18.86071,17.05857,16.27137,15.85721,15.56396,3699,301,5,115,1649574257115555840,GALAXY,0.06138999,1465,53082,476,13.1706,13.08981
1237661362373001436,206.534077836747,45.9039449530183,19.15018,17.34011,16.47597,16.04725,15.73801,3699,301,5,120,1649583602964391936,GALAXY,0.08639418,1465,53082,510,12.81945,12.42013
1237661362373066810,206.61466413106,45.9242790465061,18.95918,17.09173,16.25019,15.83413,15.55686,3699,301,5,121,1649585252231833600,GALAXY,0.06445618,1465,53082,516,13.07193,13.05396
1237661362373328996,207.458818963114,45.7985765952699,18.61743,17.57102,17.21834,16.98792,16.84184,3699,301,5,125,1649617138069039104,GALAXY,0.05811963,1465,53082,632,14.70498,14.67626
1237661362376409224,216.949218822557,43.3719147332503,18.6736,17.38816,16.72621,16.33508,16.07017,3699,301,5,172,1570766756882966528,GALAXY,0.09651551,1395,52825,496,13.35558,13.19498
1237661362377064516,218.807911234792,42.8752071498623,18.06039,16.86707,16.34813,16.02219,15.85062,3699,301,5,182,1571870946250221568,GALAXY,0.08112454,1396,53112,417,13.26642,12.99112
1237661362377719828,220.506157525926,42.1119199411768,19.22194,18.85135,18.85003,18.95447,18.82017,3699,301,5,192,1571908604523472896,QSO,0.7749882,1396,53112,554,15.11173,14.0497
1237661362377785478,220.760657778974,42.0301947703941,19.59205,18.05913,17.06492,16.59912,16.26542,3699,301,5,193,1571920974029285376,GALAXY,0.1703181,1396,53112,599,13.4984,13.14804
1237661362378113168,221.750312385789,41.7649993603779,17.08611,15.68585,15.12855,14.89519,14.78628,3699,301,5,198,3834911098478370816,STAR,-2.024025E-05,3406,54970,349,13.23543,13.21443
1237661362378375258,222.308627855709,41.5277812319391,19.59199,18.26244,17.72897,17.48339,17.41066,3699,301,5,202,3834923467984183296,STAR,0.0003635289,3406,54970,394,15.91161,16.19263
1237661362378637446,222.96125672291,41.1893525265938,19.56514,17.72932,16.70474,16.26274,15.89324,3699,301,5,206,1573024883821012992,GALAXY,0.1142739,1397,53119,519,13.28658,13.16245
1237661362378833926,223.538081730173,41.0738471862698,16.98641,15.78606,15.24867,15.09151,15.03573,3699,301,5,209,3834856947530702848,STAR,-6.604713E-05,3406,54970,152,13.65001,13.70118
1237661362380013742,226.687337025373,39.6987609721423,19.31995,18.16493,17.71484,17.44869,17.3093,3699,301,5,227,1574172774413395968,GALAXY,0.03704222,1398,53146,599,15.22125,15.28222
1237661362380669095,228.437670698512,38.9533191710876,19.44553,18.03349,17.39622,17.03336,16.80882,3699,301,5,237,1575273111111100416,GALAXY,0.05134491,1399,53172,506,14.43153,14.31285
1237661386531405943,214.265384431787,53.3435246929062,19.1702,18.16101,17.83289,17.68061,17.67911,3705,301,2,108,1493042004014163968,STAR,-0.0008641756,1326,52764,359,16.48642,16.48762
1237661386531668019,215.138611801094,53.0557322024787,19.13885,18.1745,17.90348,17.81461,17.80036,3705,301,2,112,8263011964974028800,STAR,-0.0002017083,7339,56739,118,16.56682,16.7313
1237661386531864637,215.767298698965,52.7750467995118,18.78838,18.72247,18.50377,18.62012,18.58778,3705,301,2,115,8262985851287656448,QSO,0.9978867,7339,56722,23,14.79695,13.65595
1237661386531995715,216.26355021135,52.8286400246747,19.42457,18.51951,18.28493,18.18364,18.18771,3705,301,2,117,7805882578301638656,STAR,-0.0008396461,6933,56398,67,17.05525,17.29562
1237661386532192392,216.872248719663,52.4998219317042,17.53687,16.32961,16.22344,16.18644,16.20129,3705,301,2,120,1492966137711847424,STAR,-0.0001532364,1326,52764,83,15.0741,15.07916
1237661386532192461,216.905690793448,52.5597671215623,19.40327,18.4678,18.17772,18.06894,18.04843,3705,301,2,120,7563937518510692352,STAR,-0.000315288,6718,56398,516,16.66671,16.70387
1237661386532520146,217.882591711089,52.1539073690384,19.50318,19.44388,19.44003,19.22204,19.07494,3705,301,2,125,7916215822225528832,QSO,2.034342,7031,56449,49,16.38781,15.74973
1237661386532782096,218.841150854508,51.9143353752311,18.67438,17.81998,17.57882,17.47796,17.4896,3705,301,2,129,7563868249278142464,STAR,-0.0003909165,6718,56398,264,16.31046,16.48265
1237661386532847622,219.064962597648,51.922584562158,15.86597,14.68348,14.84067,14.96872,15.12069,3705,301,2,130,1494118426182969344,STAR,-0.0001568695,1327,52781,179,14.4514,14.56315
1237654602641440803,159.817390951321,5.48714332423717,17.09077,15.75352,15.08635,14.71979,14.43309,2125,301,6,274,649799591977314304,GALAXY,0.02837145,577,52367,565,11.47943,11.1981
1237654602644914376,167.861423520021,5.76034286723506,17.66229,16.61391,16.15524,15.82759,15.6474,2125,301,6,327,940217445824620544,GALAXY,0.04923284,835,52326,331,13.03136,12.87563
1237654611217547325,195.371863102514,65.6248154375341,18.73858,17.46007,17.62722,17.75002,17.85735,2127,301,6,63,677891559361898496,STAR,-0.000317463,602,52072,363,17.47637,18.72775
1237654611217547356,195.026980157656,65.5338189012128,19.25086,19.17702,18.95824,18.92741,19.04803,2127,301,6,63,677880014489806848,QSO,1.190825,602,52072,321,15.72239,14.22665
1237654611217743925,196.189150951138,65.532146776953,19.302,19.17696,18.97937,18.94192,18.9906,2127,301,6,66,677907227402594304,QSO,1.179146,602,52072,420,15.45806,14.12565
1237654611218661428,201.245853039493,65.0988797465225,17.80488,16.82154,16.51234,16.39189,16.36835,2127,301,6,80,679032027529373696,STAR,-0.0006656029,603,52056,416,15.10802,15.19995
1237655501889470682,258.092518035979,30.1299757948684,19.08747,18.23643,17.97536,17.85682,17.82199,2335,301,1,110,13121355030539294720,STAR,-6.271397E-05,11654,58543,427,16.714,16.56591
1237655501890846739,259.665442517864,27.43038241043,17.94497,16.2941,15.7197,15.49446,15.46863,2335,301,1,131,2456807670489835520,STAR,-0.0002023151,2182,53905,342,14.05489,14.17486
1237655501890912380,259.887186093812,27.2418313369652,19.48036,18.26168,17.70111,17.49585,17.38172,2335,301,1,132,2456822239018903552,STAR,-0.0005856515,2182,53905,395,14.01206,13.29533
1237657190900695195,349.761461028235,-0.145295894807563,17.99441,16.44787,15.90192,15.70492,15.63516,2728,301,3,344,1234017958754281472,STAR,-0.0001307493,1096,52974,115,14.28044,14.42043
1237657190901088448,350.629780153109,-0.115755224965015,19.45576,18.16894,17.66503,17.47019,17.37435,2728,301,3,350,1233995968521725952,STAR,-0.0002401732,1096,52974,35,15.96034,16.03222
1237657190902005818,352.717298618449,-0.0563635997824155,18.22297,17,16.54942,16.37034,16.31181,2728,301,3,364,3537650704262995968,STAR,4.06118E-06,3142,54735,266,14.92552,14.91548
1237657190902136892,352.966787119034,-0.134870926266793,17.28904,16.06816,15.50865,15.23783,15.08156,2728,301,3,366,3537643007681601536,STAR,-0.0003560706,3142,54735,238,13.37995,13.42785
1237657190902202376,353.075241588635,-0.0735600301149839,16.70756,15.49133,15.59587,15.73269,15.7796,2728,301,3,367,767948990980319232,STAR,-0.0009034103,682,52525,310,15.06279,14.90156
1237657190902333487,353.406824748331,-0.20799295378493,17.82256,16.30606,15.72208,15.50732,15.39153,2728,301,3,369,1673136514927716352,STAR,-0.0001060489,1486,52993,179,13.90487,14.00019
1237657190902464636,353.788434212889,-0.132692606284387,18.39017,17.38831,16.92592,16.72194,16.6251,2728,301,3,371,3537618543547883520,STAR,-7.390771E-05,3142,54735,149,15.19002,15.39293
1237657190902792215,354.423160770194,-0.173911195246692,18.88141,17.54631,16.98043,16.72172,16.60805,2728,301,3,376,3537598752338583552,STAR,0.000378209,3142,54735,77,15.00062,15.03936
1237657190902923284,354.753843235249,-0.189721920794741,17.89963,16.39243,15.81468,15.61509,15.51779,2728,301,3,378,2141547714477844480,STAR,9.032488E-05,1902,53271,313,14.08212,14.13176
1237657190902923389,354.804987597323,-0.148416737543479,19.30356,16.62856,15.31411,14.75779,14.46919,2728,301,3,378,2141547439599937536,STAR,5.545715E-05,1902,53271,312,12.39444,12.40861
1237657190903054438,355.150116228121,-0.164402897987383,18.17002,16.816,16.31245,16.15212,16.07887,2728,301,3,380,1230661693084821504,STAR,-0.0002869172,1093,52591,193,14.78995,14.70415
1237657190903119898,355.214533078313,-0.0156920079811247,18.36173,16.82076,16.23309,16.02483,15.93072,2728,301,3,381,1674266537516623872,STAR,-0.0001693844,1487,52964,194,14.45669,14.45808
1237657190903185447,355.356222062916,-0.0115135983517201,17.96877,16.61933,16.06991,15.86213,15.768,2728,301,3,382,1230656745282496512,STAR,-0.0003192059,1093,52591,175,14.32153,14.41521
1237657190903578638,356.213745806595,-0.0210911443677917,19.15752,17.08909,16.15198,15.7682,15.54967,2728,301,3,388,2141603789570861056,STAR,-3.035761E-06,1902,53271,517,13.65918,13.54214
1237657190903709727,356.547773882428,-0.0753628175749681,17.68781,16.33338,15.7441,15.48844,15.36568,2728,301,3,390,2141492464018548736,STAR,-0.000787547,1902,53271,112,13.76516,13.77758
1237657190903840801,356.862952090925,-0.00333449915289239,18.24349,16.80227,16.22328,16.04497,15.92557,2728,301,3,392,2141626604437137408,STAR,-0.0001812659,1902,53271,600,14.49074,14.27168
1237657190903906371,357.054233867921,-0.186028813023539,18.63582,17.28762,16.76889,16.59266,16.50076,2728,301,3,393,2141481468902270976,STAR,5.241996E-05,1902,53271,72,15.16447,15.0713
1237657190904037383,357.254047628871,-0.129958958617089,17.61851,16.42225,16.00627,15.84689,15.80017,2728,301,3,395,1675393811829778432,STAR,-5.252399E-05,1488,52965,199,14.51503,14.40672
1237657190904102917,357.423705364051,-0.0574740809161411,19.12872,18.11314,17.68045,17.49438,17.45504,2728,301,3,396,1675388314271639552,STAR,-0.00112912,1488,52965,179,16.04765,16.33471
1237657190904103044,357.451042401284,-0.0370287335898965,19.39885,18.02902,17.4494,17.19383,17.00589,2728,301,3,396,2141635125652252672,STAR,-6.952689E-05,1902,53271,631,15.53649,15.79366
1237657190904233993,357.71148440167,-0.120196419924562,17.8228,16.58922,16.13293,15.96654,15.88135,2728,301,3,398,1675382816713500672,STAR,6.006936E-05,1488,52965,159,14.43012,14.36443
1237657190905413774,0.466096485769071,-0.200982590169299,18.64548,16.34179,15.33896,14.93773,14.74229,2728,301,3,416,1676497996818180096,STAR,-0.0003593734,1489,52991,120,12.46158,12.40451
1237657190905479191,0.604244912274908,-0.110961194887101,18.28314,16.34298,15.66571,15.46066,15.36258,2728,301,3,417,1228372240215599104,STAR,-4.991984E-05,1091,52902,56,13.81256,13.84194
1237657190905741412,1.25196105560622,-0.15701922786701,18.26381,17.32016,17.04744,16.94766,16.93848,2728,301,3,421,1677665953095116800,STAR,-6.214323E-05,1490,52994,273,15.81626,15.54517
1237657190906527846,3.05870420585785,-0.152593935690971,17.85204,16.9727,16.64778,16.51674,16.46523,2728,301,3,433,10585948278641416192,STAR,-5.595383E-05,9402,58039,863,15.199,15.27697
1237657190907248654,4.59653747743545,-0.0202353502333802,18.10927,16.86489,16.35073,16.14016,16.03719,2728,301,3,444,1679952386484889600,STAR,-0.0002612796,1492,52932,399,14.43956,14.50397
1237657190907445395,5.09658817288351,-0.186313302935706,19.52687,19.38479,19.3728,18.97205,19.05479,2728,301,3,447,10590216308372297728,QSO,1.642302,9406,58067,6,15.84165,14.5734
1237657190907707615,5.75060757105894,-0.0359363940249864,19.56026,18.40633,17.97218,17.81627,17.7467,2728,301,3,451,774667826257487872,STAR,-0.0002283324,688,52203,177,16.41986,16.51173
1237657190907969548,6.26837077643518,-0.146943438815446,19.02495,16.66963,15.67125,15.27901,15.10188,2728,301,3,455,1259902654901938176,STAR,6.435898E-05,1119,52581,75,13.19901,13.19595
1237657190907969557,6.28134424666558,-0.158506703264775,16.70009,15.68263,15.34777,15.09976,15.20391,2728,301,3,455,775832210061158400,STAR,-0.0009779774,689,52262,317,13.93592,13.9793
1237657190908428393,7.41150944699666,-0.118671735252951,18.11897,16.52384,15.98193,15.80325,15.79025,2728,301,3,462,1275729032184358912,STAR,-5.704136E-05,1133,52993,307,16.21278,14.92983
1237657190908493827,7.44239292338852,-0.116726813760692,18.42841,17.32542,16.9449,16.81222,16.76927,2728,301,3,463,1277983306419300352,STAR,-0.0002364841,1135,53024,316,15.65005,15.58058
1237657190908559605,7.72397767319387,-0.19638572837354,18.75928,17.2463,16.67515,16.45531,16.37179,2728,301,3,464,1276852177456883712,STAR,-0.0001663975,1134,52644,297,14.89308,14.96425
1237657190908756017,8.0979773028526,-0.0622085801534418,19.13251,17.25811,16.52017,16.24561,16.12403,2728,301,3,467,1278006121285576704,STAR,-3.243587E-05,1135,53024,399,14.43974,14.47531
1237657190908756143,8.17279519884545,-0.0812614849884441,19.15221,17.55144,17.00933,16.82469,16.76413,2728,301,3,467,1277961041308837888,STAR,-2.357226E-06,1135,53024,235,15.26631,15.22091
1237657190908821511,8.19130937190823,-0.0200011075861831,17.81814,16.38048,15.91148,15.74988,15.68523,2728,301,3,468,1278013268111157248,STAR,-2.865118E-05,1135,53024,425,14.35407,14.4328
1237646794381197907,94.8609752048658,1.27633410269951,18.18633,16.49218,15.65967,15.29113,15.26501,307,301,6,126,1417625954510989312,STAR,2.39882E-07,1259,52931,429,13.21282,13.18657
1237648705116176479,188.530632702292,0.488215439063696,19.2365,17.83504,17.29855,17.08968,16.99223,752,301,5,300,3259596030529792000,STAR,1.303817E-05,2895,54567,421,15.69885,15.86907
1237648705116176481,188.531298866438,0.525928681100722,18.29609,17.36784,17.03413,16.89023,16.84301,752,301,5,300,4332642156668016640,STAR,-0.0007098639,3848,55647,652,15.78615,15.75573
1237648705116241954,188.591008870299,0.570551445186973,18.6602,17.07101,16.48748,16.28525,16.15376,752,301,5,301,3259598229553047552,STAR,-6.189556E-05,2895,54567,429,14.68374,14.73275
1237648705116700697,189.644300744258,0.436903969294096,18.62179,17.61499,17.39365,17.31493,17.29084,752,301,5,308,3259629840512346112,STAR,0.000558957,2895,54567,544,16.37944,16.13959
1237648705116700820,189.658639401276,0.564963482795446,19.55111,18.35776,17.82656,17.60795,17.46181,752,301,5,308,3259629015878625280,STAR,0.0004235951,2895,54567,541,16.0875,16.38909
1237648705118142605,193.020555500891,0.483851978820596,18.68018,17.70426,17.47326,17.37416,17.36843,752,301,5,330,328911783618177024,STAR,0.0003859353,292,51609,542,16.28728,16.33925
1237648705118208078,193.144356093513,0.48643348202004,17.57911,16.6381,16.36195,16.25419,16.21042,752,301,5,331,328912883129804800,STAR,0.0002930254,292,51609,546,15.01821,15.00028
1237648705119125528,195.237454183624,0.606510612652474,17.62311,16.34144,15.83741,15.62616,15.52933,752,301,5,345,331111088076646400,STAR,5.390534E-05,294,51986,351,14.05511,14.11329
1237648705119125581,195.161603640749,0.505134020383584,19.33676,18.43235,18.15624,18.02983,18.01845,752,301,5,345,4561170145742182400,STAR,-0.0002163461,4051,55337,544,16.94958,18.50934
1237648705119846447,196.821911675021,0.544880601217319,17.13668,15.52284,14.99057,14.82392,14.77651,752,301,5,356,3266330265798076416,STAR,-5.539058E-05,2901,54652,344,13.38932,13.47389
1237648705119846490,196.853145218684,0.627419239383072,18.44316,18.13033,18.12453,17.95019,17.95191,752,301,5,356,331148471471990784,QSO,0.6507508,294,51986,487,13.74056,12.81074
1237648705119911946,196.939650931576,0.60590289917855,18.42417,17.51687,17.1974,17.08877,17.04342,752,301,5,357,8394863749908158464,STAR,0.0003749771,7456,56727,560,15.91915,16.16239
1237648705119912015,197.075191235531,0.483431899101089,18.5014,17.06293,16.52506,16.34289,16.24542,752,301,5,357,8394864849419786240,STAR,0.000115337,7456,56727,564,14.80017,14.98475
1237648705120239673,197.774291733222,0.536096510848624,19.41626,18.05937,17.51567,17.31689,17.22328,752,301,5,362,8394898384524433408,STAR,-9.89504E-05,7456,56727,686,15.79936,15.75611
1237648705120239701,197.801951335569,0.596551552823109,17.46614,16.44113,16.12748,16.02545,15.98416,752,301,5,362,8394908005251176448,STAR,9.940228E-06,7456,56727,721,14.80236,14.71609
1237648705120370745,198.058102308696,0.614054536977795,18.52099,16.93836,16.24164,15.96762,15.79528,752,301,5,364,8394919550123268096,STAR,-0.0001328532,7456,56727,763,14.10769,14.12523
1237648705120436247,198.157754603339,0.531189661657398,18.15986,17.28056,16.88971,16.72071,16.62222,752,301,5,365,8394919825001175040,STAR,0.0004528283,7456,56727,764,15.33998,15.42611
1237648705120501794,198.295088109445,0.426776375676315,18.84097,17.42277,16.88515,16.69957,16.61958,752,301,5,366,8394932469384894464,STAR,-1.988818E-05,7456,56727,810,15.10199,15.01616
1237648705120501796,198.304135599805,0.499820066053112,19.21928,17.74815,17.23098,17.06382,16.97427,752,301,5,366,8394931369873266688,STAR,-1.718484E-07,7456,56727,806,15.47885,15.40212
1237648705120501853,198.368454672795,0.447506531615013,18.16737,17.09455,17.34893,17.5405,17.6535,752,301,5,366,8394941265477916672,STAR,0.0002122284,7456,56727,842,17.59894,16.78922
1237648705120567328,198.494288047021,0.57259031060728,18.35743,17.20461,16.71354,16.5186,16.41602,752,301,5,367,8394940990600009728,STAR,0.0001071827,7456,56727,841,14.99683,15.02783
1237648705120567418,198.578339941006,0.596727713950421,18.73976,17.8667,17.57418,17.46029,17.43071,752,301,5,367,8394942090111637504,STAR,0.0007448138,7456,56727,845,16.22042,16.48081
1237651191358292093,132.001448181017,52.319685084421,19.36996,18.5138,18.26492,18.1763,18.15209,1331,301,4,192,5804150458974230528,STAR,-0.0001896369,5155,55946,496,16.93374,17.27783
1237651191358619669,132.761750818412,52.9544772454051,18.86138,17.99595,17.6831,17.5405,17.45522,1331,301,4,197,505606880496740352,STAR,-0.0005137369,449,51900,283,16.32745,16.51594
1237651191358947332,133.573407080066,53.4597898161505,18.29142,17.47797,17.19462,16.88491,16.57952,1331,301,4,202,5802911307993995264,QSO,2.407168,5154,55864,84,13.67276,12.81606
1237651191359864870,136.40236436647,54.8240320955324,18.7078,17.5188,17.40758,17.36483,17.35651,1331,301,4,216,8195437635168393216,STAR,-2.503096E-05,7279,57071,44,16.4416,16.61593
1237651191360258058,137.403372762436,55.4760594309421,19.06081,18.80306,18.49446,18.41571,18.3329,1331,301,4,222,506807272450582528,QSO,1.356025,450,51908,554,15.11489,13.79849
1237651753988653091,130.431265620407,1.53061844235121,17.59934,15.65461,14.82672,14.39727,14.08452,1462,301,4,34,14104151581374306304,GALAXY,0.05000024,12527,58930,12,11.42209,11.56075
1237651753989112167,131.520874590695,1.50309499316977,18.72644,17.2601,16.49857,16.04089,15.72805,1462,301,4,41,525923106615748608,GALAXY,0.07006168,467,51901,465,12.82123,12.49123
1237651754002153697,161.385067410738,2.49286376518481,19.08873,17.82849,17.16612,16.74809,16.47336,1462,301,4,240,569865090849859584,GALAXY,0.1003683,506,52022,581,13.81001,13.58471
1237651754004971627,167.702173790452,2.47181949509821,17.51413,16.56041,16.22021,15.99276,15.85117,1462,301,4,283,574307123849095168,GALAXY,0.03542538,510,52381,357,13.60669,13.42166
1237651754005692644,169.406160645958,2.59233271859829,19.59181,17.77358,16.7587,16.27684,15.89852,1462,301,4,294,575432753156220928,GALAXY,0.08925065,511,52636,356,13.29417,13.13085
1237651754011984034,183.807679033346,2.67866160461682,19.22683,17.81035,17.07434,16.68957,16.43358,1462,301,4,390,583351155082422272,GALAXY,0.07908714,518,52282,491,14.11832,13.95558
1237651754016964804,195.232273012306,2.58823393638037,18.86686,17.01431,16.08368,15.62504,15.26195,1462,301,4,466,589016384449570816,GALAXY,0.07669827,523,52026,621,12.57618,12.5028
1237651754018406659,198.550023472402,2.59629775604915,19.39381,18.3039,17.66095,17.25121,17.05293,1462,301,4,488,591236302939121664,GALAXY,0.112448,525,52295,505,14.54741,14.64445
1237651754019061944,200.03795697871,2.52179482509786,19.55802,17.86654,16.70257,16.20559,15.78229,1462,301,4,498,592353681916061696,GALAXY,0.151549,526,52312,474,13.00622,12.80476
1237651754019127392,200.056790562918,2.44040613011283,19.32184,18.13706,17.43812,17.04524,16.81564,1462,301,4,499,592358354840479744,GALAXY,0.1504797,526,52312,491,14.079,13.89739
1237651754022207706,207.21987484294,2.50351066224519,19.53929,18.28523,17.74969,17.36187,17.24675,1462,301,4,546,596858926012590080,GALAXY,0.07811905,530,52026,480,14.49271,14.27127
1237651754025287922,214.272070451629,2.22563278403833,17.76368,15.93034,15.0464,14.58257,14.22029,1462,301,4,593,600256691283453952,GALAXY,0.05146736,533,51994,553,11.83975,11.8351
1237651754026467585,216.943862174506,2.20055809015984,19.09275,17.40728,16.58747,16.18401,15.88914,1462,301,4,611,602462861448472576,GALAXY,0.08632879,535,51999,387,13.38593,13.26795
1237652938329031525,316.245592527259,9.51078090560941,19.2964,19.13965,18.78964,18.79251,19.00567,1738,301,2,82,818575998546110464,QSO,1.057733,727,52207,170,14.93529,13.59206
1237655107822747854,124.310927822691,39.9648269107132,19.39302,17.74958,16.95261,16.5379,16.2603,2243,301,3,57,854731515068704768,GALAXY,0.1088838,759,52254,631,13.59395,13.52268
1237655107825434857,130.082600220306,44.3690435689851,19.20066,17.95073,17.28972,16.91788,16.68518,2243,301,3,98,858097119792228352,GALAXY,0.1210289,762,52232,587,14.1198,14.05361
